"CONTEXT", "ID", "TEXT"
"bulletin:19A","Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor.","L'Impor a décidé de cesser toute importation en provenance de l'Arstotzka.

Sur la demande du Ministère du Commerce, le Ministère des Admissions compte réagir à cette violation.

Refusez tout voyageur en provenance de l'Impor."
"bulletin:20A","Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today.","L'Impor est revenu sur sa politique inconsidérée.

Les imporais ont à nouveau l'autorisation d'entrer.

L'autorité divisionnaire des opérations de Grestin Est vous rendra à nouveau visite aujourd'hui."
"bulletin:21A","A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT.","Un programme spécial d'accueil des réfugiés politiques vient d'être mis en place.

Les demandeurs d'asile devront présenter un OCTROI D'ASILE valide.

Les entrants possédant ce document n'ont pas besoin de PERMIS D'ENTRÉE ou de FICHE D'IDENTITÉ."
"bulletin:23A","Your position is important and your responsibilities are broad.

Follow all protocols strictly.","Votre poste est important, et vos responsabilités sont vastes.

Suivez strictement tous les protocoles."
"bulletin:24A","Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued...","Les évènements récents ont jeté le doute sur les agissements des citoyens arstotkzes du district d'ALTAN.

Le Ministère de l'Information réclame notre coopération.

Un tiroir spécial destiné à la confiscation de documents a été installé dans votre box.

TSVP..."
"bulletin:24B","The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport.","Le Règlement a été mis à jour avec des informations sur la politique de confiscation.

Confisquez tous les passeports arstotkzes des résidents du district d'ALTAN.

L'entrée peut tout de même être accordée aux voyageurs si leur passeport est confisqué et qu'aucune règle n'a été violée.

Des REÇUS DE SAISIE DE PASSEPORT vous ont été fournis afin d'accorder ou de refuser l'entrée sans passeport."
"bulletin:25A","United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Les citoyens de la Fédération Unie présentent un risque de propagation d'une maladie infectieuse.

Refusez tout entrant en provenance de la Fédération Unie.

Continuez à confisquer les passeports arstotzkes des résidents du district d'ALTAN."
"bulletin:26A","The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued...","Le risque de contamination est trop important. Un nouveau protocole a été instauré.

Tout entrant devra présenter un CERTIFICAT DE VACCINATION valide, prouvant qu'il est vacciné contre la POLIO.

Cette exigence s'étend aux arstotzkes, aux étrangers, aux diplomates et aux demandeurs d'asile.

TSVP..."
"bulletin:26B","United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","L'entrée des citoyens de la Fédération Unie est autorisée, s'ils sont porteurs d'un tel certificat.

Continuez à confisquer les passeports arstotzkes des résidents du district d'ALTAN."
"bulletin:27A","In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued...","Dans un soucis d'efficacité, le PERMIS D'ENTRÉE et la FICHE D'IDENTITÉ ont été fusionnés en un unique PERMIS D'ACCÈS.

Les étrangers devront désormais présenter un PERMIS D'ACCÈS valide.

TSVP..."
"bulletin:27B","Yesterday's coordinated attack has prompted an emergency meeting. 

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Une réunion d'urgence a eu lieu, suite à l'attaque coordonnée d'hier. 

Un important négociateur kolèche arrivera aujourd'hui via ce poste-frontière afin de venir discuter des problèmes.

Continuez à confisquer les passeports arstotzkes des résidents du district d'ALTAN."
"bulletin:28A","In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports.","En réponse aux attaques répétées, le Ministère de l'Information a pris la décision d'étendre son programme de confiscation de passeports.

Confisquez les passeports de tous les citoyens arstotzkes.
Sans exception.

Ne confisquez pas de passeports étrangers."
"bulletin:29A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] Tout employé gouvernemental va être sujet d'un audit d'information approfondi. Toute implication avec des groupuscules prohibés entraînera une arrestation immédiate.

Votre audit aura lieu le :
24 DÉCEMBRE

NE QUITTEZ PAS VOTRE RÉGION D'AFFECTATION.

TSVP..."
"bulletin:29B","Continue to confiscate all Arstotzkan passports from native entrants.","Continuez à confisquer les passeports de tous les citoyens arstotzkes."
"bulletin:30A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] Tout employé gouvernemental va être sujet d'un audit d'information approfondi. Toute implication avec des groupuscules prohibés entraînera une arrestation immédiate.

Votre audit aura lieu le :
24 DÉCEMBRE

NE QUITTEZ PAS VOTRE RÉGION D'AFFECTATION.

TSVP..."
"bulletin:30B","Continue to confiscate all Arstotzkan passports from native entrants.","Continuez à confisquer les passeports de tous les citoyens arstotzkes."
"bulletin:31A","The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued...","Le Ministère des Admissions est engagé dans des discussions concernant la possible fermeture de ce poste frontière.

En attendant qu'une décision soit prise, accomplissez votre devoir comme à l'accoutumée.

TSVP..."
"bulletin:31B","You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants.","Votre audit d'information aura lieu demain matin.

NE QUITTEZ PAS VOTRE RÉGION D'AFFECTATION.

Continuez à confisquer les passeports de tous les citoyens arstotzkes."
"facts","$paper: Invalid $fact","$paper : $fact invalide"
"facts","Missing $paper","$paper manquant(e)"
"facts","$0 DISTRICT","DISTRICT:  $0"
"facts","Presence","Présence"
"facts","Sufficience","Suffisance"
"facts","Excellence","Excellence"
"facts","Obristan","Obristan"
"facts","Antegria","Antégrie"
"facts","Republia","Républie"
"facts","UnitedFed","Féd. Unie"
"facts","Impor","Impor"
"facts","Kolechia","Koléchie"
"facts","Arstotzka","Arstotzka"
"facts","Skal","Skal"
"facts","Lorndaz","Lorndaz"
"facts","Mergerous","Mergerous"
"facts","St. Marmero","St Marmero"
"facts","Glorian","Glorian"
"facts","Outer Grouse","Hors la Gruse"
"facts","True Glorian","Glorian Prime"
"facts","Lesrenadi","Lesrenadi"
"facts","Bostan","Bostan"
"facts","Great Rapid","Great Rapid"
"facts","Shingleton","Shingleton"
"facts","Korista City","Korista City"
"facts","Enkyo","Enkyo"
"facts","Haihan","Haihan"
"facts","Tsunkeido","Tsunkeido"
"facts","Yurko City","Yurko"
"facts","Vedor","Vedor"
"facts","West Grestin","Grestin Ouest"
"facts","Orvech Vonor","Orvech Vonor"
"facts","East Grestin","Grestin Est"
"facts","Paradizna","Paradizna"
"facts","Passport","Passeport"
"facts","Entry Ticket","Bon d'entrée"
"facts","Entry Permit","Permis d'entrée"
"facts","Work Pass","Aut. de travail"
"facts","Id Card","Carte d'ID."
"facts","Id Supplement","Fiche d'ID."
"facts","Access Permit","Permis d'accès"
"facts","Diplomatic Auth","Passe diplomatique"
"facts","Asylum Grant","Octroi d'asile"
"facts","Vaccine Cert","Cert. vaccination"
"facts","Identity Record","Archives d'ID."
"facts","Fingerprints","Empreintes"
"facts","Name","Nom"
"facts","Id Number","Numéro d'ID."
"facts","Expiration Date","Date d'expiration"
"facts","Issuing City","Préfecture d'émission"
"facts","Birth Date","Date de naissance"
"facts","Alias","Alias"
"facts","Height","Taille"
"facts","Weight","Poids"
"facts","Description","Description"
"facts","Thumbprint","Empreinte"
"facts","Date","Date"
"facts","Purpose","Motif"
"facts","Duration","Durée"
"facts","Face","Visage"
"facts","District","District"
"facts","Gender","Genre"
"facts","Work End Date","Date fin de travail"
"facts","Altan","Altan"
"facts","Vescillo","Vescillo"
"facts","Burnton","Burnton"
"facts","Octovalis","Octovalis"
"facts","Gennistora","Gennistora"
"facts","Lendiforma","Lendiforma"
"facts","Wozenfield","Wozenfield"
"facts","Fardesto","Fardesto"
"facts","DENTISTRY","DENTISTERIE"
"facts","HEALTH-CARE","SANTÉ"
"facts","GENERAL-LABOR","MANOEUVRE"
"facts","ENGINEERING","INGÉNIERIE"
"facts","SPORTS","SPORT"
"facts","ARCHITECTURE","ARCHITECTURE"
"facts","FOOD-SERVICE","ALIMENTAIRE"
"facts","AVIATION","AVIATION"
"facts","ACCOUNTING","COMPTABILITÉ"
"facts","FISHING","PÊCHE"
"facts","DRAFTING","CONFECTION"
"facts","RESEARCH","RECHERCHE"
"facts","FINE-ARTS","BEAUX ARTS"
"facts","AGRICULTURE","AGRICULTURE"
"facts","MANUFACTURING","MANUFACTURE"
"facts","CONSTRUCTION","CONSTRUCTION"
"facts","SURVEYING","EXPERTISE"
"facts","STATISTICS","STATISTIQUES"
"facts","POLIO","POLIO"
"facts","HPV","HPV"
"facts","COWPOX","VACCINE"
"facts","TETANUS","TÉTANOS"
"facts","YEL.FEV.","F. JAUNE"
"facts","CHOLERA","CHOLÉRA"
"facts","RUBELLA","RUBÉOLE"
"facts","HEP-B","HÉPAT-B"
"facts","MEASLES","ROUGEOLE"
"facts","TUBERC.","TUBERC."
"facts","2 DAYS","2 JOURS"
"facts","14 DAYS","14 JOURS"
"facts","1 MONTH","1 MOIS"
"facts","2 MONTHS","2 MOIS"
"facts","3 MONTHS","3 MOIS"
"facts","6 MONTHS","6 MOIS"
"facts","1 YEAR","1 AN"
"facts","FOREVER","À VIE"
"facts","visit","visite"
"facts","transit","transit"
"facts","work","travail"
"facts","immigrate","immigration"
"facts","Possible Smuggler Admitted","Contrebandier potentiel admis"
"facts","Missing documents","Documents manquants"
"facts","Wanted criminal admitted","Criminel recherché admis"
"facts","Incorrect purpose response","Mauvaise réponse au motif"
"facts","Incorrect visit duration response","Mauvaise réponse à la durée de visite"
"facts","Passport: Non-matching photo","Passeport : la photo ne correspond pas"
"facts","Forged Entry Permit","Permis d'entrée falsifié"
"facts","Forged Work Pass","Autorisation de travail falsifiée"
"facts","Id Card: Non-matching photo","Carte d'ID : la photo ne correspond pas"
"facts","Forged Access Permit","Permis d'accès falsifié"
"facts","No Diplomatic Access to Arstotzka","Pas d'accès diplomatique en Arstotzka"
"facts","Forged Diplomatic Auth","Passe diplomatique falsifié"
"facts","Forged Asylum Grant Seal","Sceau d'octroi d'asile falsifié"
"facts","Necessary vaccine expired","Vaccin obligatoire expiré"
"facts","Missing necessary vaccine","Vaccin obligatoire manquant"
"facts","Name does not match record","Nom différent de celui archivé"
"facts","Alias does not match record","Alias différent de celui archivé"
"facts","Fingerprints do not match record","Empreintes différentes de celles archivées"
"facts","Cobrastan is not a real country","Le Cobrastan n'est pas un vrai pays"
"facts","No entry from Antegria","Entrée interdite depuis l'Antégrie"
"facts","No entry from Arstotzka","Entrée interdite depuis l'Arstotzka"
"facts","No entry from Republia","Entrée interdite depuis la Républie"
"facts","No entry from United Fed","Entrée interdite depuis la Fédération Unie"
"facts","No entry from Obristan","Entrée interdite depuis l'Obristan"
"facts","No entry from Impor","Entrée interdite depuis Impor"
"facts","No entry from Kolechia","Entrée interdite depuis la Koléchie"
"facts","Possible Terrorist Admitted","Terroriste potentiel admis"
"facts","Entrant Holds Conflicting Passports","L'entrant détient des passeports contradictoires"
"facts","Entrant must have a passport","Passeport exigé pour tout entrant"
"facts","Foreigners require an entry permit","Permis d'entrée exigé pour tout étranger"
"facts","Foreigners require an entry ticket","Bon d'entrée exigé pour tout étranger"
"facts","All documents must be current","Tout papier doit être en cours de validité"
"facts","Workers must have a work pass","Aut. de travail exigée pour tout travailleur"
"facts","Citizens must have an id card","Carte d'ID. exigée pour tout citoyen"
"facts","Foreigners require an id supplement","Fiche d'ID. exigée pour tout étranger"
"facts","Arstotzkan citizens only","Citoyens arstotzkes uniquement"
"facts","No entry from United Federation","Entrée interdite depuis la Féd. Unie"
"facts","No weapons or contraband","Ni armes, ni contrebande"
"facts","All Kolechians must be searched","Tout Kolèche doit être fouillé"
"facts","Diplomats require authorization","Passe exigé pour tout diplomate"
"facts","Entrant must have polio vaccine cert","Vaccin polio exigé pour tout entrant"
"facts","Asylum seekers must have a grant","Octroi d'asile exigé pour tout demandeur"
"facts","Foreigners require an access permit","Permis d'accès exigé pour tout étranger"
"facts","CONFISCATE ARSTOTZKAN PASSPORTS BELONGING TO ALTAN RESIDENTS.","CONFISQUER LES PASSEPORTS ARSTOTZKES DES RÉSIDENTS D'ALTAN."
"facts","CONFISCATE ALL ARSTOTZKAN PASSPORTS. NO EXCEPTIONS.","CONFISQUER TOUS LES PASSEPORTS ARSTOTZKES. SANS EXCEPTION."
"facts","Passport not confiscated","Passeport non confisqué"
"paper:SecondPassport","West Grestin","Grestin Ouest"
"paper:Rules","Basic Rules","Règles de base"
"paper:Rules","Regional Map","Carte régionale"
"paper:Rules","Booth Info","Infos box"
"paper:Rules","Documents","Documents"
"paper:Rules","Confiscation","Confiscation"
"paper:Rules","Obristan","Obristan"
"paper:Rules","Antegria","Antégrie"
"paper:Rules","Republia","Républie"
"paper:Rules","United","Fédération"
"paper:Rules","Federation","Unie"
"paper:Rules","Impor","Impor"
"paper:Rules","Kolechia","Koléchie"
"paper:Rules","Arstotzka","Arstotzka"
"paper:Rules","ANTEGRIA","ANTÉGRIE"
"paper:Rules","ARSTOTZKA","ARSTOTZKA"
"paper:Rules","IMPOR","IMPOR"
"paper:Rules","KOLECHIA","KOLÉCHIE"
"paper:Rules","OBRISTAN","OBRISTAN"
"paper:Rules","REPUBLIA","RÉPUBLIE"
"paper:Rules","UNITED FED.","FÉD. UNIE"
"paper:Rules","Id Card (Native)","Carte d'ID. (Natif)"
"paper:Rules","Entry Permit","Permis d'entrée"
"paper:Rules","Id Supplement","Fiche d'identité"
"paper:Rules","Access Permit","Permis d'accès"
"paper:Rules","Work Pass","Autorisation de travail"
"paper:Rules","Diplomatic Auth.","Passe diplomatique"
"paper:Rules","Grant of Asylum","Octroi d'asile"
"paper:Rules","Vaccine Cert.","Certificat vaccination"
"intro","Congratulations.","Félicitations !"
"intro","The October labor lottery is complete. Your name was pulled.","Votre nom a été sélectionné lors de la loterie du Ministère du Travail du mois d'octobre."
"intro","For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint.","Pour prendre vos fonctions, présentez-vous immédiatement au Ministère des Admissions du poste-frontière de Grestin."
"intro","An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.","Un appartement de classe 8 vous a été affecté à Grestin Est. Vous pourrez vous y installer avec votre famille."
"intro","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:in-debt","Arstotzka has zero tolerance for delinquency.","L'Arstotzka ne tolère pas le défaut de paiement."
"end:in-debt","Your family will be sent back to their village.","Les membres de votre famille seront renvoyés dans leur village d'origine."
"end:in-debt","You are under arrest until your debts are repaid.","Vous resterez en état d'arrestation tant que vos dettes ne seront pas complètement remboursées."
"end:in-debt","A replacement inspector will be found easily.","Un inspecteur remplaçant sera nommé sous peu à votre poste."
"end:in-debt","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:family-dead","Your entire family is gone.","Votre famille entière est décédée."
"end:family-dead","The Ministry Of Labor focuses on Arstotzka's future growth.","Le Ministère du Travail a pour mission d'assurer la croissance de l'Arstotzka."
"end:family-dead","Workers are expected to support large healthy families.","Tout travailleur se doit d'être capable d'assumer la subsistance d'une famille nombreuse."
"end:family-dead","Your position will be filled by someone more appropriate.","Votre poste sera bientôt occupé par une personne plus à même de participer à la prospérité de notre pays."
"end:family-dead","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:turned-over-ezic-docs","You are under arrest for associating with suspicious groups.","Vous êtes en état d'arrestation suite à votre association avec des groupes suspectés de vouloir nuire à la nation."
"end:turned-over-ezic-docs","The Ministry of Information will perform a full audit of your recent activities.","Le Ministère de l'Information conduira un audit complet de vos activités récentes."
"end:turned-over-ezic-docs","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:caught-with-ezic-money","The Ministry of Income has discovered an anomaly in your earnings.","Le Ministère du Revenu a détecté des anomalies dans vos rentrées d'argent."
"end:caught-with-ezic-money","You are under arrest pending a full audit of your recent activities.","Vous êtes en état d'arrestation dans l'attente d'un audit complet de vos activités récentes."
"end:caught-with-ezic-money","Your family will likewise be held for questioning.","Les membres de votre famille seront également retenus afin d'être interrogés."
"end:caught-with-ezic-money","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:caught-with-ezic-money","Glory to Arstotzka.","Gloire à Arstotzka."
"end:killed-innocent","You are under arrest for the murder of an innocent.","Vous êtes en état d'arrestation pour le meurtre d'un innocent."
"end:killed-innocent","The penalty is death.","Vous êtes condamné à la peine de mort."
"end:killed-innocent","Your family will be questioned about their involvement.","Les membres de votre famille seront interrogés pour déterminer leur degré d'implication."
"end:killed-innocent","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:killed-innocent","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:tranqed-innocent","You are under arrest for attacking an innocent.","Vous êtes en état d'arrestation pour l'agression d'un innocent."
"end:tranqed-innocent","The penalty is forced labor.","Vous êtes condamné aux travaux forcés."
"end:tranqed-innocent","Your family will be questioned about their involvement.","Les membres de votre famille seront interrogés pour déterminer leur degré d'implication."
"end:tranqed-innocent","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:tranqed-innocent","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:killed-guard","You are under arrest for the murder of an Arstotzkan official.","Vous êtes en état d'arrestation pour le meurtre d'un représentant de l'ordre arstotzke."
"end:killed-guard","The penalty is death.","Vous êtes condamné à la peine de mort."
"end:killed-guard","Your family will be questioned about their involvement.","Les membres de votre famille seront interrogés pour déterminer leur degré d'implication."
"end:killed-guard","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:killed-guard","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:tranqed-guard","You are under arrest for attacking an Arstotzkan official.","Vous êtes en état d'arrestation pour l'agression d'un représentant de l'ordre arstotzke."
"end:tranqed-guard","The penalty is death.","Vous êtes condamné à la peine de mort."
"end:tranqed-guard","Your family will be questioned about their involvement.","Les membres de votre famille seront interrogés pour déterminer leur degré d'implication."
"end:tranqed-guard","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:tranqed-guard","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:killed-target","You are under arrest for the murder of an innocent.","Vous êtes en état d'arrestation pour le meurtre d'un innocent."
"end:killed-target","The penalty is death.","Vous êtes condamné à la peine de mort."
"end:killed-target","Your family will be questioned about their involvement.","Les membres de votre famille seront interrogés pour déterminer leur degré d'implication."
"end:killed-target","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:killed-target","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:killed-target","[A note appears from under the cell door]","[Un mot est glissé sous la porte de votre cellule]"
"end:killed-target","INSPECTOR - FAMILY IS SAFE - TARGET ELIMINATED BUT OTHER PROBLEMS ARISE","INSPECTEUR - FAMILLE EN SÉCURITÉ - CIBLE ÉLIMINÉE MAIS AUTRES PROBLÈMES APPARUS"
"end:killed-target","REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED","NOUVEL INSPECTEUR PEU COOPÉRATIF - ACTIVITÉS DE L'EZIC ENTRAVÉES"
"end:killed-target","WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN","NOUS NE POURRONS PLUS VOUS AIDER - L'EZIC VA DEVOIR ENTRER EN HIBERNATION À NOUVEAU"
"end:killed-target","FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK","VOTRE FAMILLE SERA MISE À L'ABRI EN OBRISTAN - BONNE CHANCE"
"end:tranqed-target","You are under arrest for attacking an innocent.","Vous êtes en état d'arrestation pour l'agression d'un innocent."
"end:tranqed-target","The penalty is forced labor.","Vous êtes condamné aux travaux forcés."
"end:tranqed-target","Your family will be questioned about their involvement.","Les membres de votre famille seront interrogés pour déterminer leur degré d'implication."
"end:tranqed-target","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:tranqed-target","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:tranqed-target","[A note appears from under the cell door]","[Un mot est glissé sous la porte de votre cellule]"
"end:tranqed-target","INSPECTOR - FAMILY IS SAFE - TARGET HAS RECOVERED IN HOSPITAL","INSPECTEUR - FAMILLE EN SÉCURITÉ - CIBLE RÉTABLIE APRÈS SÉJOUR À L'HÔPITAL"
"end:tranqed-target","REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED","NOUVEL INSPECTEUR PEU COOPÉRATIF - ACTIVITÉS DE L'EZIC ENTRAVÉES"
"end:tranqed-target","WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN","NOUS NE POURRONS PLUS VOUS AIDER - L'EZIC VA DEVOIR ENTRER EN HIBERNATION À NOUVEAU"
"end:tranqed-target","FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK","VOTRE FAMILLE SERA MISE À L'ABRI EN OBRISTAN - BONNE CHANCE"
"end:stuff-on-walls","You are under arrest for violating direct orders.","Vous êtes en état d'arrestation pour non respect d'un ordre direct."
"end:stuff-on-walls","The penalty is forced labor.","Vous êtes condamné aux travaux forcés."
"end:stuff-on-walls","Your family will be sent back to their village.","Les membres de votre famille seront renvoyés dans leur village d'origine."
"end:stuff-on-walls","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:stuff-on-walls","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:arrested-boss-buddy","Your supervisor has reported you for theft of Arstotzkan property.","Votre superviseur vous a dénoncé pour vol de biens appartenant à la nation arstotzke."
"end:arrested-boss-buddy","The penalty is forced labor.","Vous êtes condamné aux travaux forcés."
"end:arrested-boss-buddy","Your family will be sent back to their village.","Les membres de votre famille seront renvoyés dans leur village d'origine."
"end:arrested-boss-buddy","The border will remain open under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière de Grestin Est dès demain."
"end:arrested-boss-buddy","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:wall-destroyed","The Grestin Border wall has been destroyed.","Le mur de la frontière de Grestin a été détruit."
"end:wall-destroyed","You are under arrest for failure to defend the checkpoint.","Vous êtes en état d'arrestation pour avoir failli à votre devoir de défense du poste-frontière."
"end:wall-destroyed","Your family will be sent back to their village.","Les membres de votre famille seront renvoyés dans leur village d'origine."
"end:wall-destroyed","The border will reopen under a replacement inspector.","Un nouvel inspecteur sera affecté au poste-frontière lorsque celui-ci rouvrira."
"end:wall-destroyed","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","Hello inspector.","Bonjour inspecteur."
"end:help-ezic-kill-attackers-wall-safe","We have audited your recent activities.","Nous avons mené une enquête sur vos activités récentes."
"end:help-ezic-kill-attackers-wall-safe","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.","Votre implication dans les agissements d'un groupe appelé L'ORDRE DE L'ÉTOILE D'EZIC a été découverte."
"end:help-ezic-kill-attackers-wall-safe","Several members of this group have been arrested in Arstotzka.","Plusieurs membres de ce groupuscule ont été arrêtés en Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","At least one EZIC member has confessed to receiving your help.","Au moins un des membres de l'EZIC a reconnu avoir reçu votre aide."
"end:help-ezic-kill-attackers-wall-safe","This represents treason of the highest order.","Ceci constitue un acte de trahison de premier ordre."
"end:help-ezic-kill-attackers-wall-safe","Goodbye inspector.","Adieu inspecteur."
"end:help-ezic-kill-attackers-wall-safe","The execution is scheduled for tonight.","Votre exécution aura lieu ce soir."
"end:help-ezic-kill-attackers-wall-safe","Your family's safety is unknown.","La sécurité de votre famille n'est pas assurée."
"end:help-ezic-kill-attackers-wall-safe","EZIC has been crushed. The balance of justice is restored.","L'ordre de l'EZIC a été anéanti. L'équilibre de la justice est maintenant rétabli."
"end:help-ezic-kill-attackers-wall-safe","Glory to Arstotzka.","Gloire à l'Arstotzka."
"end:help-ezic-kill-attackers-wall-safe","[A note appears from under the cell door]","[Un mot est glissé sous la porte de votre cellule]"
"end:help-ezic-kill-attackers-wall-safe","INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT","INSPECTEUR - VOUS NOUS AVEZ TRAHIS AU DERNIER MOMENT."
"end:help-ezic-kill-attackers-wall-safe","THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY","CE CHAPITRE DE L'HISTOIRE DE L'EZIC EST TERMINÉ - NOUS NE POURRONS ÊTRE D'AUCUN SECOURS À VOTRE FAMILLE"
"end:help-ezic-kill-attackers-wall-destroyed","The border has been pierced.","Nous avons fait tomber la frontière !"
"end:help-ezic-kill-attackers-wall-destroyed","It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.","C'est un jour glorieux pour L'ORDRE DE L'ÉTOILE D'EZIC mais vous nous avez trahis au dernier moment."
"end:help-ezic-kill-attackers-wall-destroyed","EZIC grows strong while the corrupt and greedy weaken.","L'EZIC se renforce pendant que le pouvoir cupide et corrompu s'affaiblit."
"end:help-ezic-kill-attackers-wall-destroyed","Your betrayal means you have chosen the wrong side.","Votre trahison prouve que vous avez choisi le mauvais camp."
"end:help-ezic-kill-attackers-wall-destroyed","There is no place for you or your family in this revolution.","Il n'y a pas de place pour vous ou votre famille dans cette révolution."
"end:help-ezic-kill-attackers-wall-destroyed","Goodbye inspector.","Adieu inspecteur."
"end:help-ezic-kill-attackers-wall-destroyed","Glory to the New Arstotzka.","Gloire à la nouvelle Arstotzka !"
"end:help-few-ezic","Hello inspector.","Bonjour inspecteur."
"end:help-few-ezic","We have audited your recent activities.","Nous avons mené une enquête sur vos activités récentes."
"end:help-few-ezic","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.","Votre implication dans les agissements d'un groupe appelé L'ORDRE DE L'ÉTOILE D'EZIC a été découverte."
"end:help-few-ezic","Several members of this group have been arrested in Arstotzka.","Plusieurs membres de ce groupuscule ont été arrêtés en Arstotzka."
"end:help-few-ezic","At least one EZIC member has confessed to receiving your help.","Au moins un des membres de l'EZIC a reconnu avoir reçu votre aide."
"end:help-few-ezic","This represents treason of the highest order.","Ceci constitue un acte de trahison de premier ordre."
"end:help-few-ezic","Goodbye inspector.","Adieu inspecteur."
"end:help-few-ezic","The execution is scheduled for tonight.","Votre exécution aura lieu ce soir."
"end:help-few-ezic","Your family's safety is unknown.","La sécurité de votre famille n'est pas assurée."
